c_ClaveProdServ	Descripción
31381100	Imanes fundidos y ensambles magnéticos
31381101	Imán isotrópico fundido maquinado de ferrita
31381102	Imán isotrópico fundido maquinado de bario ferrita
31381103	Imán isotrópico fundido maquinado de estroncio ferrita
31381104	Imán isotrópico fundido maquinado de neodimio
31381105	Imán isotrópico fundido maquinado de samario cobalto
31381106	Imán isotrópico fundido maquinado de aluminio níquel cobalto ferroso
31381107	Imán anisotrópico fundido maquinado de ferrita
31381108	Imán anisotrópico fundido maquinado de bario ferrita
31381109	Imán anisotrópico fundido maquinado de estroncio ferrita
31381110	Imán anisotrópico fundido maquinado de samario cobalto
31381111	Imán anisotrópico fundido maquinado de aluminio níquel cobalto ferroso
31381112	Imán isotrópico fundido, maquinado y recubierto de ferrita
31381113	Imán isotrópico fundido, maquinado y recubierto de bario ferrita
31381114	Imán isotrópico fundido, maquinado y recubierto de estroncio ferrita
31381115	Imán isotrópico fundido, maquinado y recubierto de neodimio
31381116	Imán isotrópico fundido, maquinado y recubierto de samario cobalto
31381117	Imán isotrópico fundido, maquinado y recubierto de aluminio níquel cobalto ferroso
31381118	Imán anisotrópico fundido, maquinado y recubierto  de ferrita
31381119	Imán anisotrópico fundido, maquinado y recubierto  de bario ferrita
31381120	Imán anisotrópico fundido, maquinado y recubierto de estroncio ferrita
31381121	Imán anisotrópico fundido, maquinado y recubierto de samario cobalto
31381122	Imán anisotrópico fundido, maquinado y recubierto de aluminio níquel cobalto ferroso
31381123	Imán isotrópico fundido recubierto de ferrita
31381124	Imán isotrópico fundido recubierto de bario ferrita
31381125	Imán isotrópico fundido recubierto de estroncio ferrita
31381126	Imán isotrópico fundido recubierto de neodimio
31381127	Imán isotrópico fundido recubierto de samario cobalto
31381128	Imán isotrópico fundido recubierto de aluminio níquel cobalto ferroso
31381129	Imán anisotrópico fundido recubierto de ferrita
31381130	Imán anisotrópico fundido recubierto de bario ferrita
31381131	Imán anisotrópico fundido recubierto de estroncio ferrita
31381132	Imán anisotrópico fundido recubierto de samario cobalto
31381133	Imán anisotrópico fundido recubierto de aluminio níquel cobalto ferroso
31381134	Herramienta isotrópica fundida maquinada de ferrita
31381135	Herramienta isotrópica fundida maquinada de bario ferrita
31381136	Herramienta isotrópica fundida maquinada de estroncio ferrita
31381137	Herramienta isotrópica fundida maquinada de neodimio
31381138	Herramienta isotrópica fundida maquinada de samario cobalto
31381139	Herramienta isotrópica fundida maquinada de aluminio níquel cobalto ferroso
31381140	Herramienta anisotrópica fundida maquinada de ferrita
31381141	Herramienta anisotrópica fundida maquinada de bario ferrita
31381142	Herramienta anisotrópica fundida maquinada de estroncio ferrita
31381143	Herramienta anisotrópica fundida maquinada de samario cobalto
31381144	Herramienta anisotrópica fundida maquinada de aluminio níquel cobalto ferroso
31381145	Ensamble de imán isotrópico fundido de ferrita
31381146	Ensamble de imán isotrópico fundido de bario ferrita
31381147	Ensamble de imán isotrópico fundido de estroncio ferrita
31381148	Ensamble de imán isotrópico fundido de neodimio
31381149	Ensamble de imán isotrópico fundido de samario cobalto
31381150	Ensamble de imán isotrópico fundido de aluminio níquel cobalto ferroso
31381151	Ensamble de imán anisotrópico fundido de ferrita
31381152	Ensamble de imán anisotrópico fundido de bario ferrita
31381153	Ensamble de imán anisotrópico fundido de estroncio ferrita
31381154	Ensamble de imán anisotrópico fundido de samario cobalto
31381155	Ensamble de imán anisotrópico fundido de aluminio níquel cobalto ferroso
31381200	Imanes sinterizados y ensambles magnéticos
31381201	Imán isotrópico sinterizado maquinado de ferrita
31381202	Imán isotrópico sinterizado maquinado de bario ferrita
31381203	Imán isotrópico sinterizado maquinado de estroncio ferrita
31381204	Imán isotrópico sinterizado maquinado de neodimio
31381205	Imán isotrópico sinterizado maquinado de samario cobalto
31381206	Imán isotrópico sinterizado maquinado de aluminio níquel cobalto ferroso
31381207	Imán anisotrópico sinterizado maquinado de ferrita
31381208	Imán anisotrópico sinterizado maquinado de bario ferrita
31381209	Imán anisotrópico sinterizado maquinado de estroncio ferrita
31381210	Imán anisotrópico sinterizado maquinado de samario cobalto
31381211	Imán anisotrópico sinterizado maquinado de aluminio níquel cobalto ferroso
31381212	Imán isotrópico sinterizado, maquinado y recubierto de ferrita
31381213	Imán isotrópico sinterizado, maquinado y recubierto de bario ferrita
31381214	Imán isotrópico sinterizado, maquinado y recubierto de estroncio ferrita
31381215	Imán isotrópico sinterizado, maquinado y recubierto de neodimio
31381216	Imán isotrópico sinterizado, maquinado y recubierto de samario cobalto
31381217	Imán isotrópico sinterizado, maquinado y recubierto de aluminio níquel cobalto ferroso
31381218	Imán anisotrópico sinterizado, maquinado y recubierto  de ferrita
31381219	Imán anisotrópico sinterizado, maquinado y recubierto  de bario ferrita
31381220	Imán anisotrópico sinterizado, maquinado y recubierto de estroncio ferrita
31381221	Imán anisotrópico sinterizado, maquinado y recubierto de samario cobalto
31381222	Imán anisotrópico sinterizado, maquinado y recubierto de aluminio níquel cobalto ferroso
31381223	Imán isotrópico sinterizado recubierto de ferrita
31381224	Imán isotrópico sinterizado recubierto de bario ferrita
31381225	Imán isotrópico sinterizado recubierto de estroncio ferrita
31381226	Imán isotrópico sinterizado recubierto de neodimio
31381227	Imán isotrópico sinterizado recubierto de samario cobalto
31381228	Imán isotrópico sinterizado recubierto de aluminio níquel cobalto ferroso
31381229	Imán anisotrópico sinterizado recubierto de ferrita
31381230	Imán anisotrópico sinterizado recubierto de bario ferrita
31381231	Imán anisotrópico sinterizado recubierto de estroncio ferrita
31381232	Imán anisotrópico sinterizado recubierto de samario cobalto
31381233	Imán anisotrópico sinterizado recubierto de aluminio níquel cobalto ferroso
31381234	Herramienta isotrópica sinterizada maquinada de ferrita
31381235	Herramienta isotrópica sinterizada maquinada de bario ferrita
31381236	Herramienta isotrópica sinterizada maquinada de estroncio ferrita
31381237	Herramienta isotrópica sinterizada maquinada de neodimio
31381238	Herramienta isotrópica sinterizada maquinada de samario cobalto
31381239	Herramienta isotrópica sinterizada maquinada de aluminio níquel cobalto ferroso
31381240	Herramienta anisotrópica sinterizada maquinada de ferrita
31381241	Herramienta anisotrópica sinterizada maquinada de bario ferrita
31381242	Herramienta anisotrópica sinterizada maquinada de estroncio ferrita
31381243	Herramienta anisotrópica sinterizada maquinada de samario cobalto
31381244	Herramienta anisotrópica sinterizada maquinada de aluminio níquel cobalto ferroso
31381245	Ensamble de imán isotrópico sinterizado de ferrita
31381246	Ensamble de imán isotrópico sinterizado de bario ferrita
31381247	Ensamble de imán isotrópico sinterizado de estroncio ferrita
31381248	Ensamble de imán isotrópico sinterizado de neodimio
31381249	Ensamble de imán isotrópico sinterizado de samario cobalto
31381250	Ensamble de imán isotrópico sinterizado de aluminio níquel cobalto ferroso
31381251	Ensamble de imán anisotrópico sinterizado de ferrita
31381252	Ensamble de imán anisotrópico sinterizado de bario ferrita
31381253	Ensamble de imán anisotrópico sinterizado de estroncio ferrita
31381254	Ensamble de imán anisotrópico sinterizado de samario cobalto
31381255	Ensamble de imán anisotrópico sinterizado de aluminio níquel cobalto ferroso
31381300	Imanes prensados y ensambles magnéticos
31381301	Imán isotrópico prensado y sinterizado maquinado de ferrita
31381302	Imán isotrópico prensado y sinterizado maquinado de bario ferrita
31381303	Imán isotrópico prensado y sinterizado maquinado de estroncio ferrita
31381304	Imán isotrópico prensado y sinterizado maquinado de neodimio
31381305	Imán isotrópico prensado y sinterizado maquinado de samario cobalto
31381306	Imán isotrópico prensado y sinterizado maquinado de aluminio níquel cobalto ferroso
31381307	Imán anisotrópico prensado y sinterizado maquinado de ferrita
31381308	Imán anisotrópico prensado y sinterizado maquinado de bario ferrita
31381309	Imán anisotrópico prensado y sinterizado maquinado de estroncio ferrita
31381310	Imán anisotrópico prensado y sinterizado maquinado de samario cobalto
31381311	Imán anisotrópico prensado y sinterizado maquinado de aluminio níquel cobalto ferroso
31381312	Imán isotrópico prensado y sinterizado, maquinado y recubierto de ferrita
31381313	Imán isotrópico prensado y sinterizado, maquinado y recubierto de bario ferrita
31381314	Imán isotrópico prensado y sinterizado, maquinado y recubierto de estroncio ferrita
31381315	Imán isotrópico prensado y sinterizado, maquinado y recubierto de neodimio
31381316	Imán isotrópico prensado y sinterizado, maquinado y recubierto de samario cobalto
31381317	Imán isotrópico prensado y sinterizado, maquinado y recubierto de aluminio níquel cobalto ferroso
31381318	Imán anisotrópico prensado y sinterizado, maquinado y recubierto  de ferrita
31381319	Imán anisotrópico prensado y sinterizado, maquinado y recubierto  de bario ferrita
31381320	Imán anisotrópico prensado y sinterizado, maquinado y recubierto de estroncio ferrita
31381321	Imán anisotrópico prensado y sinterizado, maquinado y recubierto de samario cobalto
31381322	Imán anisotrópico prensado y sinterizado, maquinado y recubierto de aluminio níquel cobalto ferroso
31381323	Imán isotrópico prensado y sinterizado recubierto de ferrita
31381324	Imán isotrópico prensado y sinterizado recubierto de bario ferrita
31381325	Imán isotrópico prensado y sinterizado recubierto de estroncio ferrita
31381326	Imán isotrópico prensado y sinterizado recubierto de neodimio
31381327	Imán isotrópico prensado y sinterizado recubierto de samario cobalto
31381328	Imán isotrópico prensado y sinterizado recubierto de aluminio níquel cobalto ferroso
31381329	Imán anisotrópico prensado y sinterizado recubierto de ferrita
31381330	Imán anisotrópico prensado y sinterizado recubierto de bario ferrita
31381331	Imán anisotrópico prensado y sinterizado recubierto de estroncio ferrita
31381332	Imán anisotrópico prensado y sinterizado recubierto de samario cobalto
31381333	Imán anisotrópico prensado y sinterizado recubierto de aluminio níquel cobalto ferroso
31381334	Herramienta isotrópica prensada y sinterizada maquinada de ferrita
31381335	Herramienta isotrópica prensada y sinterizada maquinada de bario ferrita
